,,,,
"2,216","2,607","2,996","3,573","3,638", 
"2,181","2,56","3,176","3,726","3,619",
"2,178","2,585","3,126","3,504","3,531", 
"2,213","2,572","3,036","3,6","3,547", 
"2,099","2,571","3,113","3,629","3,668", "
"2,1774","2,579","3,0894","3,6064","3,6006"
"0,047215463568623","0,017986105748605","0,072407181964222","0,081328346841676","0,05915488145538"
,,,,
,,,,
"8,16","6,03","5,36","4,75","4,6", "3,50"
"8,06","6,5","5,06","4,79","4,13",  "3,25"
"8,07","6,43","5,21","4,75","4,51", "3,12"
"7,96","6,02","5,12","4,72","4,3", "3,50"
"7,55","6,26","4,97","4,55","4,38", "3,00"
"7,96","6,248","5,144","4,712","4,384", "4,00"
"0,239895810717903","0,22151749366585","0,14909728367747","0,093914855054991","0,183111987592293"
,,,,
,,,,
"0,37","0,38","0,481","0,412","0,493"
"0,42","0,41","0,46","0,464","0,501"
"0,411","0,523","0,537","0,472","0,474"
"0,361","0,439","0,423","0,497","0,467"
"0,458","0,418","0,449","0,513","0,56"
"0,404","0,434","0,47","0,4716","0,499"
"0,039452503089158","0,054069399848713","0,042895221179055","0,038630298989265","0,036776351096867"
